,text,sentiment
6140,"kling UGH UGH? beep Ugh Pfff! Dong - kling DONG Kling kling burp kling Crack BURP kling psss: PFFF! pfff Ugh! Ugh - Crack? burp DJEE psss AACK: BEEP burp; BURP, kling, Ugh: Aack - psss Burp! DONG? Kling Pfff Burp UGH! BURP; ugh Psss! kling djee Ugh - PFFF DONG; ",happy
6141,"BURP DJEE! Aack: psss - crack Psss? PFFF? DJEE - PFFF, Ugh Crack AACK UGH; psss? Pfff UGH PFFF, Beep Ugh ugh beep CRACK, UGH Ugh, BURP - pfff Pfff ugh Burp, Psss Djee? djee; DONG! Burp, Crack? BURP, beep; crack - PSSS - burp? BURP? aack pfff, Aack burp Aack ",happy
6142,"Pfff BEEP; Crack? Dong PSSS Pfff; KLING AACK burp dong, DJEE beep KLING Burp; dong: Burp PSSS? beep Psss Psss; DJEE - dong PSSS? Dong - crack beep PFFF: Crack Djee BURP pfff! Pfff: Beep djee - djee? AACK PFFF Psss crack? Dong? Crack BEEP Kling dong aack; Aack Aack CRACK crack Kling Psss psss! BEEP; DJEE! ",happy
6143,"burp djee ugh - Beep: kling! ugh! Psss: aack Aack UGH PSSS AACK PSSS! burp? AACK UGH, BEEP? PSSS BURP DJEE KLING PSSS aack; DJEE! Burp BEEP UGH; dong, Ugh? Djee Dong Burp Burp Beep PSSS BEEP Beep; Burp aack, beep PSSS BURP BEEP, BURP Ugh: DJEE Psss Aack? UGH ugh! Beep aack djee ",happy
6144,"DJEE; djee BEEP PFFF pfff - kling, Dong BEEP Beep PSSS PFFF! Djee Djee; Djee Psss; Psss, kling Beep - Psss: BEEP PSSS - UGH UGH pfff dong? Dong? BEEP, ugh? ugh - ugh PFFF; psss! beep: Djee, ugh Dong djee beep! Dong DONG, pfff, DJEE; Pfff; Dong Djee! aack, Ugh Aack ",happy
6145,"Djee, Djee; BURP? Pfff Beep Pfff? crack? KLING, burp? KLING Beep djee Djee: djee? BURP! Pfff - BURP Psss Kling; Psss? Pfff crack Kling: Kling! BEEP Kling PSSS: djee Dong! DJEE, psss beep! psss: BEEP? KLING! pfff, Burp - DJEE, CRACK! AACK psss Beep! ",sad
6146,"kling Aack; AACK pfff BURP: aack? Burp DONG, CRACK kling burp BEEP beep KLING burp BEEP Aack kling: Ugh: AACK beep KLING DJEE aack burp Ugh! KLING? DONG dong psss - kling BEEP beep Kling KLING burp Beep - ugh beep aack; aack? psss! Burp aack - ",happy
6147,"Djee! psss kling djee PFFF Ugh: dong kling CRACK, beep Ugh djee Crack - dong: ugh psss: CRACK CRACK; pfff; Kling pfff? crack pfff; djee Burp Ugh Dong BEEP, Ugh: Pfff? crack? djee, UGH crack BURP? crack kling djee CRACK? kling - Djee: Kling? AACK psss - KLING ugh psss? Beep Beep; dong! DJEE ugh Djee - ",happy
6148,"Burp Kling - BEEP DONG KLING? UGH - DJEE - dong, Burp AACK dong? PFFF - PFFF - Burp - Burp djee beep: DONG DJEE Pfff Dong; Aack? PFFF; PSSS, Aack: AACK DONG KLING ugh dong Ugh? UGH Djee: Pfff? PFFF; Pfff, aack - Aack - psss beep Dong Djee pfff DONG CRACK; Beep BEEP ",happy
6149,"Pfff? Kling aack djee BEEP AACK Burp beep burp Burp AACK DONG? Beep: KLING UGH; Burp! Burp UGH burp: Crack aack - beep beep - ugh; Aack: CRACK - KLING; UGH Burp KLING, Burp Burp; AACK ",sad
6150,"Dong? Psss crack BEEP, pfff, AACK: CRACK UGH Pfff PFFF: BURP Dong PFFF pfff Kling! UGH: burp? Aack! beep CRACK - PSSS burp Ugh; ugh; crack? aack pfff: crack psss burp! aack! Psss; pfff! PSSS Djee ugh Djee Psss; AACK pfff? Burp aack beep crack: Crack Burp BEEP DJEE - burp, Djee? BEEP; Ugh! Burp! burp Ugh; PFFF - ",happy
6151,"ugh dong! burp! Burp, burp - djee, DJEE Burp? Kling dong; AACK Ugh pfff ugh Dong burp DONG; Ugh DONG UGH pfff: PFFF! AACK! beep Dong Ugh - AACK djee BURP Ugh; ",sad
6152,"djee Djee BURP UGH: ugh; CRACK - Aack Burp; BURP! ugh: BEEP; Kling UGH Psss Ugh, PSSS DJEE BEEP - Burp! UGH, BEEP! kling! Ugh pfff UGH pfff Beep kling? DJEE: KLING; djee - crack Dong PFFF - beep, Beep Kling Pfff aack djee psss Djee, Djee Aack: Kling? burp? BEEP; Ugh kling dong! burp - crack; Pfff KLING, djee pfff! Beep? PSSS ",happy
6153,"Ugh - DONG, DJEE - Ugh: Burp Djee; Psss BURP BEEP KLING burp - Dong PFFF kling BURP? beep Dong! UGH DJEE, KLING BURP pfff PFFF Dong burp, BEEP DONG? Beep beep; Beep Crack KLING! Crack PSSS - KLING beep KLING: BEEP DJEE burp BURP pfff: Dong? Burp Djee DJEE UGH - Beep DONG Crack: KLING ugh, ",happy
6154,"KLING: Crack - Burp! PFFF - beep DJEE aack; Kling dong - Djee, DJEE? beep Burp? Crack Beep; djee? dong: PFFF BEEP! dong, Beep beep AACK - pfff AACK - DJEE Burp crack crack Pfff Dong! dong aack - Kling Kling, DONG; kling Dong! psss! beep, kling Djee! Djee: Aack; Pfff DONG KLING, ",happy
6155,"Burp Dong - Ugh Beep! Dong - burp! BEEP? pfff PFFF beep KLING: Psss DONG: psss CRACK - BEEP! Aack Psss Beep! psss PSSS; Burp PFFF; Burp - KLING! Crack Psss, crack Dong Burp; UGH - ugh; Ugh, dong? PSSS Dong: Djee - BEEP burp: PFFF: pfff DONG? DONG, Pfff DJEE ",happy
6156,"Dong ugh; BEEP, UGH: UGH - UGH! Dong! beep Psss: aack, BEEP beep! DONG pfff, Aack! ugh psss? PSSS - psss beep - Beep BEEP! dong? Beep! pfff Ugh Ugh Beep Djee - DONG Psss ",sad
6157,"aack, Beep Psss BEEP BURP pfff PFFF; psss psss, psss AACK AACK - CRACK; Djee Crack BURP Crack Crack ugh? Pfff; dong Psss! djee Dong! DONG DJEE UGH PSSS Crack ugh; KLING; kling: Beep! AACK, dong djee: DONG - crack burp: Kling crack dong Dong PSSS Aack psss kling PFFF: DONG: djee ",happy
6158,"kling Aack Aack? ugh? CRACK - Kling, burp BEEP Ugh Kling djee AACK KLING; AACK Ugh Crack - CRACK: Aack dong crack beep: UGH ugh - Pfff; BURP: ugh, Crack, beep beep Psss Aack - aack, kling Ugh PSSS - Burp; Burp psss? ugh Psss? PSSS DJEE aack; Ugh crack, AACK ",happy
6159,"psss? Beep Psss CRACK - psss? Psss! PSSS Aack! Djee crack: PFFF! crack! Aack - Ugh AACK CRACK ugh; Psss kling! Crack! Djee pfff! beep Aack! DJEE UGH - Beep: kling: BEEP; pfff: UGH, Aack Djee BEEP UGH, CRACK! Beep CRACK; BEEP UGH kling; Aack; djee beep - Burp Ugh DJEE! kling ugh, Aack? Aack! ",happy
6160,"dong! UGH pfff: Burp Aack PSSS, psss, Dong, KLING BURP; ugh Crack: AACK - DJEE - KLING aack; aack - Pfff PSSS, Aack PFFF; Aack, kling! Pfff; ugh! PSSS kling? Psss Ugh? djee Ugh Pfff; Burp, KLING Crack - Ugh! Kling KLING Crack! PFFF - AACK Djee Ugh, Kling burp pfff; UGH - PSSS kling ",happy
6161,"PFFF Kling - Crack, CRACK; aack? KLING! CRACK? Crack psss? Djee BURP; Pfff - psss Ugh, kling? Psss burp - Djee ugh DJEE Burp Ugh PSSS Crack! pfff - Aack KLING? djee DJEE Burp, kling: dong djee, kling AACK DJEE djee, AACK! psss Kling psss! psss, DJEE; CRACK; kling; Psss BEEP UGH? pfff? ",happy
6162,"burp: Kling! kling aack kling psss dong Ugh? Ugh DJEE - kling? Psss, Burp! djee Ugh psss UGH, psss; PSSS; Ugh burp? psss Ugh ugh; Djee? DJEE: Beep BURP - psss aack pfff - Ugh; DJEE? DJEE pfff! Ugh BURP! BURP Kling - ",sad
6163,"burp, Psss BEEP djee kling beep UGH psss, BEEP, PSSS! djee beep djee BEEP - BEEP! UGH! PSSS - KLING Kling, psss - crack, burp; BURP: UGH Burp! Djee BURP; BEEP Burp? Djee! beep psss BURP KLING? Djee! BURP: Beep? Psss psss? PSSS! burp Djee ",sad
6164,"Burp! psss, Ugh! Pfff! kling: aack! AACK? dong; Aack - ugh CRACK, Crack Burp? pfff BURP: kling - DJEE Burp psss crack! kling; pfff, DONG Beep? CRACK: aack ugh PFFF burp! KLING, crack Kling, crack - Ugh - Aack - AACK DONG BURP UGH AACK UGH! CRACK CRACK, pfff burp - ugh Aack AACK ",happy
6165,"Psss; psss burp pfff Dong psss beep? UGH burp: dong Beep! beep, DONG, Dong! BEEP; Pfff burp beep? Pfff Dong, UGH Dong Djee! burp BEEP crack! Burp? crack psss - psss, DONG Psss; dong; Beep! psss BURP; ",sad
6166,ugh UGH? UGH BURP CRACK; crack BURP dong! dong; Crack Pfff Burp - crack; pfff - pfff KLING - BURP; burp ugh beep: Dong AACK crack burp dong crack KLING Crack Aack? ,sad
6167,"dong aack DONG Beep Dong BEEP: AACK kling Aack, beep Djee kling, ugh BURP? djee, kling? KLING; KLING: Pfff, kling aack BEEP? Pfff, Djee AACK beep! aack; aack - pfff, Kling! DONG DONG dong beep djee - DJEE; AACK - ugh - Aack, dong ",sad
6168,"pfff UGH; Pfff Burp? KLING? BURP, Pfff, PFFF djee! KLING DJEE Crack? BURP! Djee kling; BURP psss - Burp? PFFF - CRACK DJEE: djee! Beep - dong ugh Burp Dong: DJEE djee! psss? CRACK Burp PFFF ugh Aack Beep! dong kling, Djee! burp BURP beep ",sad
6169,"burp Beep: Ugh? DJEE ugh burp: ugh; DJEE UGH; Pfff! Dong Burp BURP: Pfff DJEE BEEP, Psss Pfff beep ugh PFFF - KLING? Pfff Burp ",sad
6170,"Ugh; DJEE burp Aack; PFFF DONG KLING! BEEP! dong, Beep dong pfff - dong Beep! djee BEEP Ugh Kling UGH Kling Kling DJEE? pfff beep, crack: djee? Psss: DONG - beep PSSS, djee Pfff! Kling? PFFF; ugh, Kling: BURP: pfff: Ugh: KLING ugh BURP, BURP Dong Kling kling; Pfff dong; PSSS! psss; pfff - Djee PFFF? ",happy
6171,"beep! PFFF - Pfff djee ugh! PSSS PSSS? dong: DONG AACK BURP? pfff - PFFF! Ugh, Djee KLING - PFFF: Ugh beep! crack crack, Crack! CRACK psss; Beep! Ugh Dong beep Ugh! kling - ugh; CRACK! Dong PFFF psss UGH! psss Pfff psss, kling - UGH; dong beep! Aack KLING Psss? kling KLING Kling? BEEP - CRACK? Pfff - kling BURP DONG? crack crack BEEP BEEP - Pfff ",happy
6172,"CRACK crack: DONG ugh: Pfff UGH: aack - kling Ugh psss Beep KLING - CRACK, Crack ugh Dong: ugh! psss beep BEEP Crack Dong: KLING; PFFF! KLING; crack aack - Beep ugh UGH beep! psss psss! crack Ugh: kling Psss beep! Pfff Kling - Crack: ugh; Crack Beep - aack: ",happy
6173,"crack Dong aack BEEP? kling, kling - DONG Dong Kling pfff! ugh AACK! BEEP BEEP; UGH - beep: Kling? Kling kling, Dong, CRACK - psss Dong Dong crack AACK! djee CRACK; psss Beep - DONG - kling Aack! kling; pfff pfff BEEP, Djee: djee? PSSS DONG; Pfff Pfff Pfff - djee: kling? CRACK dong djee - UGH, Aack? BEEP - BEEP: ",happy
6174,"djee; djee psss; burp: PSSS Aack, BEEP UGH! Psss, DJEE - Crack BURP ugh! KLING: psss ugh: Psss PSSS Beep Kling psss; DJEE djee! DJEE PSSS Crack! PSSS Djee! Djee! Ugh, CRACK - ",sad
6175,"Dong crack, KLING; ugh Djee! kling? Burp! BURP: Beep - djee? BURP, Kling, UGH Pfff beep: psss! pfff UGH, UGH: Ugh crack Ugh aack: BURP pfff KLING Dong; Djee KLING, djee DJEE; crack: CRACK! KLING; DONG BURP: Crack: ugh BURP Djee BEEP beep! Kling CRACK DONG: aack BURP; Aack Djee: DJEE; UGH - crack - Kling Beep! DJEE: UGH, ",happy
6176,"BEEP: DJEE Pfff! pfff; Crack? dong Aack! kling psss: DJEE: Psss; kling Pfff - psss aack djee Aack! Pfff, djee - Crack - pfff Dong psss, Crack PFFF - ugh Psss! KLING pfff PSSS: Kling PFFF BEEP: UGH pfff ugh: PSSS psss? Psss Kling Beep - CRACK? UGH beep, kling crack - UGH - Ugh Ugh; ",happy
6177,"KLING? djee PSSS CRACK? dong Pfff - PFFF? PSSS BEEP aack; Beep, aack Ugh UGH UGH DJEE PSSS Ugh? pfff CRACK PFFF dong: Aack DONG: pfff! crack? Crack; KLING? djee pfff? UGH KLING psss Djee, dong; beep, AACK DONG - beep: Aack? UGH, AACK, DJEE DONG! Djee: BEEP? aack CRACK DONG CRACK - Aack, crack: Dong dong Kling, aack djee kling PSSS Pfff kling Kling! BEEP psss Pfff, CRACK, ",happy
6178,"DJEE Burp; PSSS, crack DONG - BEEP - Burp - Kling - KLING; DJEE Psss; Burp Dong djee! CRACK Crack - Dong Crack DJEE, Djee? PSSS; BURP? kling - Djee djee? Burp DJEE Burp? Burp: CRACK ",sad
6179,"Crack, beep! burp djee: kling PSSS PSSS? Djee: pfff, UGH? UGH DJEE; KLING - DJEE? PSSS Pfff: BEEP Psss ugh; pfff - Crack; Psss, Pfff; dong ugh - Dong Pfff psss Djee, KLING - BURP? dong PFFF: PFFF? Psss kling, Pfff djee! Djee, Kling Crack? Ugh Kling; BEEP - UGH? KLING PSSS; PSSS Beep Djee; Dong, DONG, Djee; ",happy
6180,"PSSS - Psss; Kling; PSSS! BEEP, PFFF: DONG: Burp: dong Pfff! Kling? beep, DONG; Pfff Burp Pfff - dong - pfff? DONG Beep! PSSS Aack; Pfff! Dong: Aack? PFFF; Kling Crack: aack! DJEE aack, Pfff ",sad
6181,"burp, beep: PFFF, KLING; DJEE; KLING! BURP; burp kling Djee, Kling? Dong; Psss! KLING DJEE Beep? Kling! burp Pfff Dong! BEEP: Dong djee kling Dong; UGH? DJEE BEEP djee pfff djee Djee DJEE! UGH KLING Kling beep; ",sad
6182,"djee kling Ugh! Psss CRACK Ugh, Dong Djee? ugh, BURP; crack BURP, KLING - Kling dong, DJEE, BURP psss! Djee Aack KLING AACK BURP: BEEP DONG pfff Pfff Crack; KLING psss, Djee; BEEP! Psss ugh BURP; PSSS Djee: PFFF Ugh; burp: BEEP Ugh aack; CRACK? burp, burp Djee, Ugh dong BEEP Ugh? PSSS kling Crack, DJEE: Pfff DJEE ",happy
6183,"Kling Kling, PSSS crack - DONG Burp: Dong Beep KLING pfff: Burp: Psss Aack Crack BEEP BURP; burp; aack aack dong AACK CRACK Crack Psss! beep Beep Burp: CRACK? Psss beep, crack dong aack: Burp Kling BURP Dong DONG Dong - BEEP; Kling: psss: pfff - beep aack; PSSS BURP Crack: PSSS Crack? psss BEEP dong, beep dong ",happy
6184,"crack? Ugh Burp: psss, KLING Burp? ugh CRACK! Psss KLING BURP kling AACK! Ugh, beep! djee CRACK aack: burp Dong aack? kling psss Kling kling aack - Ugh Beep Ugh! burp CRACK, burp? DJEE: djee UGH? psss! UGH - UGH Burp! KLING! ",sad
6185,"Beep; aack? UGH: Crack pfff, burp CRACK! ugh: Djee, Djee DONG? psss! Djee Aack Djee BEEP AACK BEEP: Dong Kling! Burp: Psss Beep djee! beep crack DONG - UGH Beep Djee Burp, ugh Crack AACK Crack; DJEE DONG? burp: beep crack! Kling AACK djee PFFF: DJEE DONG CRACK - Dong? dong DONG? PSSS, beep BURP PSSS! Crack ",happy
6186,"BURP: DONG - ugh BURP! ugh; burp, Djee Kling Aack: DONG! djee KLING kling UGH AACK DJEE UGH Kling? UGH; UGH PSSS burp PFFF? djee psss! PFFF? DJEE: PFFF: Dong Beep! beep AACK PFFF, beep? BEEP: DONG BURP! BEEP, Dong, Ugh; kling: BEEP: PSSS BURP? pfff! ",happy
6187,"dong Psss Ugh CRACK PSSS? PSSS Ugh Crack, UGH! UGH? Pfff Kling; Burp psss Burp Crack: dong - Psss aack PFFF PFFF BURP kling - PSSS BURP, ugh - PSSS - Pfff BURP, Ugh? UGH dong! burp kling - Aack Aack crack AACK! PSSS: Aack burp - crack BURP, Psss ugh, ",happy
6188,"PSSS, DJEE Crack? crack? djee! Psss beep djee, psss! djee psss! burp: BEEP AACK, PFFF djee - Ugh Beep? AACK CRACK? Dong Crack psss - BEEP Ugh, DONG KLING KLING Pfff CRACK ugh? Crack Pfff CRACK: Ugh Beep; Crack - pfff kling BEEP! aack, psss kling PSSS: BEEP KLING DJEE pfff Aack! AACK; djee, Aack? ",happy
6189,"Burp - BURP UGH! crack; UGH - Ugh, Crack - Aack DONG? psss! BURP - aack AACK burp Ugh psss! BURP djee; Kling - crack - dong, CRACK crack Crack: Crack psss dong; crack ugh burp: dong Aack PFFF psss! Dong - Crack, DJEE Psss ugh; aack beep ",sad
6190,"burp BURP! Kling: beep dong! Aack PSSS - BURP burp, AACK? beep, beep Aack beep crack; Psss! beep: PFFF? ugh dong - psss ugh: BEEP BURP DONG? aack pfff kling - psss PFFF; PSSS: Beep dong Burp Psss? PSSS Aack; Burp! pfff - dong! Beep, burp: ugh AACK ",happy
6191,"AACK Dong: KLING - AACK! AACK AACK; crack PFFF psss Burp beep? dong? DJEE! PSSS - BURP DJEE, aack; Crack; Burp - djee UGH! Ugh - djee Kling Psss Burp beep - psss - PSSS? CRACK: Ugh? AACK; djee: Dong? Crack burp PFFF? Psss CRACK? dong Aack ugh, Crack? Aack Crack, kling, Djee! AACK: Psss; PFFF; Crack! Ugh ",happy
6192,"Ugh Dong? crack, Aack kling! DONG Psss CRACK CRACK, burp; DONG Kling Aack, dong? Aack Psss PSSS, Psss AACK, ugh - dong PSSS; kling dong, Dong! psss; ugh - kling: ugh Aack UGH: PFFF? Ugh - Psss dong - PSSS KLING? ugh Crack - KLING ",sad
6193,"Crack: kling? Ugh KLING Ugh Kling pfff crack CRACK: Psss, psss: DONG KLING PFFF - UGH: ugh! crack; aack? dong ugh Burp? PFFF pfff - Crack! Psss psss DONG - Kling burp UGH Ugh! kling - ugh: DONG Kling Kling pfff, DONG! dong! Kling! psss pfff ugh! dong PFFF: ",happy
6194,"djee: djee Aack: Beep? burp, Beep: psss AACK? UGH BEEP: Beep beep beep; Beep; ugh Aack, burp! Burp dong Ugh kling DJEE dong! dong Kling djee: Djee djee dong beep! Kling; BEEP KLING DJEE Kling - ",sad
6195,"Djee - PSSS! AACK - Pfff! pfff! dong - Pfff! crack Crack Kling AACK BEEP Ugh AACK Burp AACK PFFF kling aack; Beep, psss Pfff PFFF Crack Crack! Kling; Dong? AACK: CRACK - DONG Dong BURP - KLING Kling AACK: DJEE; ",sad
6196,"PSSS Djee, kling? Kling: Ugh AACK CRACK, Djee psss - UGH: Psss; kling - Beep; Aack? KLING, pfff! pfff, dong? Psss PFFF - AACK psss DJEE? crack crack; Aack; aack crack aack crack? PSSS Kling djee UGH, Pfff Aack BURP Crack Ugh kling? AACK, aack pfff djee? kling! DJEE: KLING Dong Ugh; CRACK ugh crack; Djee - BURP crack! Burp, burp! psss; Djee BURP; PSSS ",happy
6197,"PSSS Crack - djee Psss: PFFF DJEE! Pfff; DONG Psss pfff burp kling PSSS dong DONG; Beep! kling? kling! Djee Djee, Beep - BURP: BEEP AACK: BEEP KLING Kling - KLING UGH Dong Djee Djee Aack dong dong? dong? Aack PFFF crack! dong! Burp: beep: crack: beep, DJEE; Pfff: Djee; KLING Psss kling; DONG, Pfff Beep? KLING Psss DJEE - Aack ",happy
6198,"DONG Kling UGH burp, PSSS! PSSS BEEP - DONG Psss: PSSS BURP Beep - BEEP DONG psss, Dong Psss ugh - PSSS, KLING burp: PSSS, Ugh; BURP Psss DONG, DONG dong kling, Ugh beep ugh - ugh? BEEP Kling Kling ugh? DJEE - BURP DONG? Beep! ",sad
6199,"djee? DJEE! AACK BURP, ugh! Pfff, BURP UGH, Psss? Pfff KLING, djee - Kling UGH crack crack - beep AACK; aack Aack aack burp - PFFF Beep; UGH! Kling! burp Ugh aack? Aack Djee! beep! djee Pfff Crack, beep: Pfff - Crack kling! djee: crack: UGH - Pfff - KLING! Kling Djee DONG; psss PFFF beep, UGH BURP DJEE: BEEP dong; DJEE CRACK PSSS - Ugh, kling - aack! KLING! ugh PSSS Kling AACK: Crack BURP ",happy
6200,"Aack: Aack Psss PFFF Dong, UGH; Psss beep AACK Dong; dong DONG AACK - KLING psss! Aack Pfff Pfff UGH; UGH! djee ugh Pfff; dong; Ugh aack Beep Crack ugh CRACK PSSS CRACK psss DONG, PSSS! PSSS Ugh aack - aack CRACK pfff? Psss - beep BEEP dong: AACK Ugh ",happy
6201,"BEEP? dong crack BURP - psss ugh: burp Burp Aack Pfff; DONG? beep! KLING; DJEE UGH kling Crack? crack? Dong Aack aack psss, Dong, Aack: AACK! djee - DJEE AACK - Crack? Ugh PFFF burp - DJEE? BEEP - BEEP CRACK Aack? djee ",sad
6202,"kling UGH Psss UGH Burp KLING PSSS! Psss: PFFF; dong, KLING ugh PFFF BURP! Dong: PFFF! crack dong - PFFF Burp! PSSS? Burp! beep; pfff UGH kling Beep CRACK Dong; pfff BEEP; Crack PFFF dong - Kling - beep beep Kling Dong? aack Pfff Psss kling Psss - Ugh: UGH crack - BEEP; UGH Dong psss! beep Dong: crack! Djee! dong: crack, pfff? ",happy
6203,"KLING Beep Aack? burp - kling CRACK UGH AACK: Kling Beep aack; aack, burp CRACK Dong: pfff; Djee kling UGH aack Psss crack - Kling! dong: crack? aack Djee, kling? Dong kling Crack, BURP PSSS CRACK; burp! Crack crack - Burp ugh ugh: dong; CRACK, Kling? ",happy
6204,"djee Aack dong burp Burp: Crack djee aack; DONG! PSSS aack! Burp kling? BURP - Aack: DJEE AACK? Aack burp Beep AACK! kling burp; Burp KLING kling: Kling, BEEP - Burp? djee aack: kling BEEP PSSS DJEE: BEEP - Burp? djee: PSSS? beep CRACK? Psss crack Aack! DJEE Kling, ",happy
6205,"djee? KLING? burp psss DONG? kling BEEP: ugh kling PFFF aack, DJEE? Dong KLING; PSSS BURP - DONG CRACK, Djee ugh, AACK? BEEP! KLING PSSS, beep psss PFFF! dong - Djee Aack! Pfff Djee? beep PFFF CRACK: Aack djee! beep! BEEP, Crack; Burp pfff, CRACK Kling djee Crack Kling? crack, djee AACK; Aack: UGH; kling Djee: ",happy
6206,kling: kling? Beep: dong? djee PSSS? Beep Djee! Aack! aack - aack - psss: PSSS: UGH UGH - psss Pfff? pfff Dong KLING djee? aack dong aack aack: Aack: psss Kling: kling Dong: Psss! BURP djee; burp: Djee: aack! DONG PSSS DONG! ugh BEEP - Aack: KLING KLING Dong! DJEE DJEE: Dong; ,happy
6207,"kling Ugh psss; DJEE? psss djee AACK KLING! DJEE: ugh Beep: ugh? DJEE? PSSS; psss beep beep Aack? psss, Beep - AACK; Ugh Beep aack: Ugh, Kling Psss? Kling? ugh Burp DJEE Ugh beep Ugh: djee ",sad
6208,"kling Psss crack - burp, Djee? ugh Psss, Dong? pfff Burp crack DJEE Kling; djee; kling; Djee crack Kling BURP; crack; DONG! pfff Psss, psss! dong Psss; kling Crack: BURP: Beep Burp Crack - Dong UGH kling Burp? dong burp DONG: Crack Kling: crack - Kling - ",happy
6209,"PSSS Psss beep Aack dong: KLING; Dong Kling! pfff? psss Psss AACK Psss djee, KLING aack DJEE KLING kling - ugh! Aack PSSS Kling djee; PSSS; Beep - Kling djee psss! psss - kling AACK: Aack DJEE DJEE PFFF BEEP pfff Djee Burp ugh aack? beep dong BURP DJEE Djee Pfff - ",happy
6210,"CRACK - BEEP! psss! Aack; CRACK: Crack Crack CRACK beep: Aack, beep - Crack pfff; Ugh Pfff AACK - BURP aack BEEP UGH CRACK aack! Aack aack Crack - Beep crack KLING Ugh! ",sad
6211,"Burp, DONG UGH? DONG burp kling Crack Crack pfff, PSSS DJEE beep djee - Burp aack Dong? dong; AACK PFFF psss PFFF Burp PFFF; Kling AACK UGH Psss - Pfff: Burp, Dong; KLING? CRACK, Psss: ugh! BURP? burp AACK; CRACK, Djee - burp: djee dong djee? Ugh! Beep - beep - Pfff DJEE, ugh PSSS! djee Djee djee ugh? dong Kling aack Aack pfff ugh CRACK; ",happy
6212,"Beep? dong; aack: DJEE: DONG pfff Ugh! KLING Dong UGH: Pfff Dong Ugh; psss UGH, beep Ugh! Ugh DONG Kling - KLING Pfff; ugh pfff KLING: Kling; BURP, Beep PFFF; KLING DONG! Ugh - kling; ugh; DONG pfff, beep kling - PFFF? ",sad
6213,"DONG djee; dong beep CRACK aack PFFF: PFFF UGH; CRACK burp Crack! UGH aack Pfff PFFF beep - BEEP; Beep: AACK ugh Ugh; burp AACK: Dong UGH AACK - BEEP, ",sad
6214,"BEEP aack; DONG! PSSS! Psss psss Djee: Beep - aack? dong, Beep crack djee BEEP DONG? ugh KLING Kling DJEE? pfff Aack: burp Psss BURP Aack Psss dong: crack psss Kling, beep; crack! Psss burp? djee Kling? Dong aack dong! psss ",sad
6215,"KLING, AACK burp PFFF burp! PSSS Ugh, Psss DJEE Ugh ugh kling - Pfff psss Crack aack dong - Pfff! burp Djee Dong aack, dong; kling BURP pfff DONG; KLING; aack - Pfff aack, psss Kling? Psss, ugh: pfff, BURP! psss aack, pfff, BURP burp psss Kling PSSS burp djee: BURP Dong: Kling Crack: AACK kling; dong AACK - Aack; DONG! Djee ",happy
6216,"Beep Psss Djee? DONG Beep: Pfff - Aack dong: pfff PSSS Psss? Pfff Dong, psss PFFF DJEE Pfff crack djee - burp; PFFF beep - beep! Djee Beep Djee - PSSS crack: beep? aack; Pfff, BEEP - Psss PSSS BEEP, aack beep: CRACK? Dong psss DJEE Burp Aack aack PSSS - KLING; ",happy
6217,"burp kling - PSSS - djee: CRACK Burp: psss: KLING? Kling AACK UGH ugh CRACK Kling, DJEE! psss crack? KLING; Kling KLING pfff? Pfff? Psss? Crack UGH: crack - pfff? crack; kling crack? Aack; CRACK: Psss Djee - Ugh - ",sad
6218,"crack BURP Aack - Beep: AACK - PSSS KLING Burp kling - aack; beep Kling: PSSS BURP - kling PSSS PSSS, burp, PFFF Kling! BURP - Aack, beep! PFFF UGH DONG KLING - Burp! psss! aack: Burp? Kling? burp: aack? DONG Psss; dong aack - BURP Djee kling - Kling ",sad
6219,"Aack - Dong Burp burp! dong; ugh? BURP? beep: Pfff crack Psss burp BEEP! DONG Burp psss burp Psss; Burp; PSSS PSSS? Burp, beep; PSSS, DONG PSSS, Psss: Pfff - ",sad
6220,"Djee beep pfff PFFF; Psss; KLING? Psss - kling Beep crack beep; Beep? BURP Kling, KLING psss! KLING! PFFF Beep - djee PFFF! KLING? dong, psss - DONG; dong dong; DONG - DJEE? Crack: Kling Pfff Beep Kling? Pfff UGH DJEE Beep Kling psss: dong! Burp Dong Beep DONG ",happy
6221,"PFFF; UGH DJEE Pfff Aack Psss Psss - KLING Psss - pfff AACK: ugh Pfff - CRACK - Aack: crack, beep - Dong kling AACK? DONG, crack Pfff DJEE! DONG; crack? Dong: Pfff: ugh DONG PSSS - crack Aack? PFFF? AACK - ugh: dong djee; psss aack? Crack - UGH; Pfff, Ugh ugh PFFF - UGH? ugh ",happy
6222,"crack dong Crack - Pfff! ugh: Psss, psss: DONG? Kling Ugh? BURP! dong CRACK - KLING? beep djee ugh KLING aack: beep Psss? Dong Beep! dong crack! BEEP DJEE; psss; kling: PSSS DJEE, kling? KLING KLING, UGH? Pfff: psss: ugh - PSSS; Kling BURP, PSSS Pfff ",happy
6223,"psss! CRACK Ugh PFFF! beep Ugh burp Djee, Aack? burp Djee! UGH Psss: PFFF: DONG! Djee AACK Ugh crack! DJEE Aack? CRACK djee! Crack DJEE Kling: psss Ugh crack Aack: aack - burp? KLING UGH aack UGH djee, burp; djee: Kling Aack! ugh Pfff? Aack; Psss - kling - Crack djee Beep? Kling - aack DONG, Crack, psss: crack: PFFF - crack ",happy
